pl_name,hostname,pl_orbper,pl_rade,pl_bmassj,pl_eqt,pl_insol,st_rad,st_teff,st_lum,sy_dist,pl_dens
Kepler-197 b,Kepler-197,5.59935,1.18,,1157.0,,1.18,5877.0,,330.575,
WASP-14 b,WASP-14,2.243752,14.36,7.341,,,1.306,6475.0,,161.997,4.656
Kepler-1092 b,Kepler-1092,58.6003,2.3,,510.0,,1.05,6248.0,,981.233,
Kepler-55 b,Kepler-55,27.9537959,3.35,,409.0,6.58,0.658,4505.0,,578.796,
Kepler-109 b,Kepler-109,6.481637,2.338,,,,1.40104,5953.0,0.34654,474.861,
HAT-P-42 b,HAT-P-42,4.641878,14.34752,0.88,,,1.53,5743.0,,405.238,0.52
Kepler-139 d,Kepler-139,7.305699922,1.695,0.01465595,,,,,,391.038,5.270467
Kepler-784 b,Kepler-784,31.5922646,2.24,,741.0,71.35,1.791,5611.0,,1303.72,
Kepler-304 c,Kepler-304,5.315965,2.6,,748.0,,0.67,4779.0,,434.684,
Kepler-1205 b,Kepler-1205,1.078390352,1.41,,,,0.81,5226.0,,698.485,
Kepler-55 e,Kepler-55,4.61746693,1.54,,,,0.68,4508.0,,578.796,
Kepler-107 d,Kepler-107,7.95830216,1.07,,1075.0,315.94,1.411,5851.0,,525.997,
Kepler-1776 b,Kepler-1776,35.01198785,2.355,,,29.9,1.084,5936.0,,690.336,
Kepler-373 b,Kepler-373,5.535301,1.47,,968.0,,0.87,5803.0,,1090.45,
Kepler-53 c,Kepler-53,38.5583038,3.17,0.11326867,,,0.89,5858.0,,1366.07,
Kepler-106 c,Kepler-106,13.570733,2.47,,791.0,,1.04,5865.0,,444.322,
Kepler-187 b,Kepler-187,4.938864,1.41,,,,1.287,6105.0,,1143.0,
Kepler-1734 b,Kepler-1734,6.79684436,2.12,,985.0,222.91,0.97,6061.0,,1482.83,
TOI-871 b,TOI-871,14.362565,1.664,,621.0,24.78,0.719,4929.0,-0.56004,68.0473,
K2-98 b,K2-98,10.1367283,5.44119,,1563.0,992.258,1.51,6283.0,,518.625,
Kepler-320 b,Kepler-320,8.37160502,1.258,,,288.5,1.246,6134.0,,826.613,
Kepler-1957 b,Kepler-1957,2.18659922,0.82,,1099.0,345.07,0.772,4904.0,,460.899,
Kepler-221 b,Kepler-221,2.795894073,1.49,,1082.0,323.94,0.751,5280.0,,385.231,
Kepler-208 e,Kepler-208,16.25951967,1.72,,880.0,142.1,1.499,5966.0,,775.328,
Kepler-224 c,Kepler-224,5.924993927,3.15,,758.0,77.91,0.679,5016.0,,782.088,
TOI-4153 b,TOI-4153,4.61742539074,16.66323365,,1504.86,1212.0072,1.67219,6411.0,,423.84,
Kepler-1368 b,Kepler-1368,0.675649486,1.65,,,,1.08,5906.0,,1635.82,
Kepler-1172 b,Kepler-1172,26.0204423,3.26,,586.0,27.91,0.899,5806.0,,1306.53,
Kepler-538 b,Kepler-538,81.73780699,2.157,,,4.9,0.862,5498.0,,155.956,
Kepler-885 b,Kepler-885,18.1145,2.15,,853.0,,1.29,6450.0,,651.318,
Kepler-216 c,Kepler-216,17.406669,3.04,,,,1.26,6091.0,,1187.47,
KOI-134 b,KOI-134,67.5923754,12.1,,588.0,28.2,1.744,6038.0,,1159.21,
TOI-201 b,TOI-201,52.97818,11.298672,0.42,759.0,,1.317,6394.0,0.41497,113.825,
Kepler-140 c,Kepler-140,91.3515867,1.63,,,,1.15,6109.0,,583.859,
Kepler-296 c,Kepler-296,5.8416366,2.0,,,14.8,0.48,3740.0,,,
K2-291 b,K2-291,2.225177,1.589,0.02041972,,633.0,0.899,5520.0,-0.16622,90.0562,8.84
Kepler-1614 b,Kepler-1614,3.9466141,1.56,,981.0,218.91,0.806,5376.0,,1191.19,
Kepler-1311 c,Kepler-1311,2.53573424,1.05,,1539.0,1326.69,1.236,5988.0,,866.331,
K2-350 c,K2-350,19.9901,2.81,,,,1.006,,,489.368,
K2-146 c,K2-146,4.00498,2.19,0.02358,,,0.33,3385.0,,79.3002,3.92
Kepler-163 c,Kepler-163,21.3473612,2.23,,623.0,35.56,0.901,5772.0,,689.814,
WASP-98 b,WASP-98,2.96264,12.33,0.83,1180.0,,0.7,5525.0,,281.742,0.84
Kepler-289 c,Kepler-289,125.86543389,18.17,,487.0,13.31,1.598,6279.0,,704.438,
Kepler-834 b,Kepler-834,13.32389352,1.26,,378.0,4.83,0.45,3751.0,,633.937,
Kepler-471 b,Kepler-471,5.014234733,10.63,,1308.0,692.13,1.307,6490.0,,1249.41,
Kepler-1433 b,Kepler-1433,4.13592271,1.33,,1215.0,515.81,1.045,6164.0,,,
Kepler-1034 b,Kepler-1034,12.12400943,2.27,,663.0,45.7,0.796,5280.0,,654.549,
Qatar-2 b,Qatar-2,1.33711647,14.056086,2.47,,,0.776,4645.0,,181.374,1.552
Kepler-1508 b,Kepler-1508,20.7056504,1.33,,,,1.22,6158.0,,1260.28,
Kepler-1784 b,Kepler-1784,13.59049988,2.79936489,,,,0.974,5442.0,,883.045,
Kepler-123 c,Kepler-123,26.695074,1.48,,,,1.264,6089.0,,1021.66,
Kepler-1884 b,Kepler-1884,8.98825111,1.17,,864.0,131.92,0.906,5984.0,,1443.09,
Kepler-855 b,Kepler-855,7.886631104,9.23,,995.0,232.07,1.135,5847.0,,1506.58,
HATS-15 b,HATS-15,1.74748753,12.385945,2.17,1505.0,,0.922,5311.0,-0.20412,1139.55,1.97
Kepler-734 b,Kepler-734,6.104849417,3.18,,784.0,89.25,0.712,5085.0,,1157.21,
HATS-3 b,HATS-3,3.547851,15.479629,1.1,,,1.4,6351.0,,411.211,0.516
Kepler-243 c,Kepler-243,20.026231,1.741,,,21.5,0.815,5149.0,,693.86,
Kepler-229 c,Kepler-229,16.06862959,5.27,,571.0,25.07,0.742,5126.0,,826.265,
Kepler-296 b,Kepler-296,10.86431,1.53,,434.0,,0.5,3862.0,,,
Kepler-174 b,Kepler-174,13.981814,2.02,,508.0,,0.61,4565.0,,384.757,
Kepler-1370 b,Kepler-1370,20.26427,1.94,,781.0,,1.21,6234.0,,1004.1,
Kepler-239 c,Kepler-239,56.2279697,2.19,,365.0,4.18,0.734,4980.0,,648.109,
Kepler-190 b,Kepler-190,2.020001021,1.48,,,,0.8,5173.0,,433.387,
Kepler-963 b,Kepler-963,9.97683705,2.66,,,,0.87,5461.0,,771.494,
Kepler-170 b,Kepler-170,7.930587745,2.935,,,133.8,0.988,5573.0,,738.657,
Kepler-896 b,Kepler-896,144.5431,2.9,,303.0,,0.81,5506.0,,2334.93,
Kepler-316 b,Kepler-316,2.240486391,1.19,,815.0,104.35,0.554,4132.0,,384.938,
Kepler-1771 b,Kepler-1771,88.64399719,4.05537256,,,,0.934,5661.0,,565.752,
Kepler-1493 b,Kepler-1493,15.0217983,0.84,,677.0,49.75,0.796,5619.0,,555.051,
TOI-2046 b,TOI-2046,1.4971842,16.14093221,2.3,,,1.21,6250.0,,289.668,
HD 35843 c,HD 35843,46.9622,2.54,0.0356167,479.0,,0.897,5666.0,-0.12494,69.6026,3.8
Kepler-1766 b,Kepler-1766,105.0129,1.88,,404.0,,1.05,5853.0,,501.229,
Kepler-310 d,Kepler-310,92.8750347,2.38,,380.0,4.9,0.853,5795.0,,602.268,
Kepler-1870 b,Kepler-1870,3.606941526,2.03,,1178.0,455.32,0.978,5587.0,,407.216,
Kepler-1267 b,Kepler-1267,13.0313945,2.2,,699.0,56.45,0.871,5565.0,,1379.43,
Kepler-1388 e,Kepler-1388,37.6333868,2.25,,299.0,1.88,0.564,3891.0,,453.795,
Kepler-881 b,Kepler-881,4.4444826,1.71,,1217.0,518.45,1.079,6240.0,,1375.18,
Kepler-100 b,Kepler-100,6.88706037,1.31,,1163.0,432.81,1.49,5825.0,,304.645,
Kepler-709 b,Kepler-709,16.085351,3.3,,604.0,,0.79,5192.0,,664.843,
Kepler-124 b,Kepler-124,3.410505,0.93,,979.0,,0.74,5288.0,,420.046,
Kepler-427 b,Kepler-427,10.290993755,9.83,,884.0,144.34,0.98,6190.0,,1017.8,
Kepler-7 b,Kepler-7,4.885488953,17.29,,1499.0,1194.1,1.962,6027.0,,922.562,
Kepler-1283 b,Kepler-1283,12.9462567,1.13,,764.0,80.34,0.867,6058.0,,2921.99,
Kepler-1283 b,Kepler-1283,12.9460978,1.91,,,,1.25,6175.0,,2921.99,
Kepler-1140 b,Kepler-1140,24.0862707,2.93,,500.0,14.78,0.768,4973.0,,656.48,
Kepler-149 b,Kepler-149,29.1989838,3.77,,531.0,18.75,0.832,5529.0,,571.034,
Kepler-113 c,Kepler-113,8.925076369,2.662,0.0033181,,,,,,262.351,0.308247
Kepler-1879 b,Kepler-1879,10.61345435,1.32,,876.0,139.2,1.064,5934.0,,627.171,
Kepler-1511 b,Kepler-1511,23.2382792,2.28,,903.0,157.09,1.685,6602.0,,1475.6,
Kepler-629 b,Kepler-629,7.2385854,1.43,,846.0,121.04,0.877,5441.0,,372.05,
Kepler-1869 b,Kepler-1869,8.16733851,1.03,,865.0,132.43,0.902,5808.0,,113.025,
Kepler-385 b,Kepler-385,10.04325,2.29,,895.0,,1.04,6084.0,,1432.61,
Kepler-1768 b,Kepler-1768,15.13591895,2.54,,933.0,179.19,1.559,6047.0,,632.766,
K2-379 b,K2-379,8.7783,2.27,,,,0.69,,,182.207,
K2-130 b,K2-130,2.494206,1.22,,,,0.663,,,118.011,
Kepler-272 d,Kepler-272,10.93711,2.0,,718.0,,0.84,5289.0,,889.608,
Kepler-327 d,Kepler-327,13.96950181,2.04,,387.0,5.29,0.506,3716.0,,241.987,
Kepler-1547 b,Kepler-1547,0.692979676,0.9,,,,1.18,6078.0,,674.695,
Kepler-87 b,Kepler-87,114.73658,12.28,,476.0,12.13,1.699,5597.0,,1232.9,
Kepler-462 c,Kepler-462,207.62,4.0,0.01887802,,,1.57,7500.0,,596.625,0.4
Kepler-500 b,Kepler-500,8.508355,2.4,,851.0,,0.89,5829.0,,807.48,
Kepler-154 d,Kepler-154,20.54981883,3.29,,633.0,37.85,0.832,5937.0,,915.212,
Kepler-189 b,Kepler-189,10.40006,1.17,,664.0,,0.72,5220.0,,591.534,
Kepler-1221 b,Kepler-1221,12.00096042,1.88,,,,0.82,5194.0,,913.65,
K2-216 b,K2-216,2.1747824,1.79105,,1013.0,174.942,0.71,4542.0,,115.461,
Kepler-284 b,Kepler-284,12.699149,2.24,,,,0.814,5615.0,,1031.95,
WASP-94 A b,WASP-94 A,3.9502008,20.5357,,1570.0,1009.38,1.71,6153.0,,211.211,
Kepler-1386 b,Kepler-1386,6.73968289,1.48,,1011.0,246.9,1.176,5511.0,,835.882,
Kepler-777 b,Kepler-777,5.72812599,1.47,,,,0.56,4043.0,,443.106,
Kepler-1752 b,Kepler-1752,56.3592236,5.26,,419.0,7.29,0.821,5446.0,,962.888,
Kepler-100 c,Kepler-100,12.81588378,2.34,0.01259244,,,,,,304.645,1.721102
Kepler-324 b,Kepler-324,4.38536461,1.11,,941.0,185.34,0.803,5355.0,,501.574,
LP 890-9 b,LP 890-9,2.72990488544,1.35136063,,362.19,4.067,0.155498,2887.0,,32.4298,
Kepler-206 c,Kepler-206,13.13745719,1.71,,,,1.12,5853.0,,594.447,
Kepler-213 c,Kepler-213,4.822962,2.34,,,,1.195,5696.0,,634.939,
Kepler-233 c,Kepler-233,60.4186137,2.72,,390.0,5.49,0.788,5354.0,,856.417,
Kepler-124 c,Kepler-124,13.82139306,2.27,,,,0.67,5133.0,,420.046,
Kepler-1921 b,Kepler-1921,20.03479958,2.89459458,,,,2.0,6120.0,,928.989,
Kepler-852 b,Kepler-852,44.9309804,2.78,,628.0,36.7,1.25,6354.0,,1619.03,
Kepler-760 c,Kepler-760,2.46697439,2.01,,1358.0,804.95,1.119,5423.0,,792.336,
Kepler-962 b,Kepler-962,12.05707239,1.59,,652.0,42.6,0.696,5408.0,,411.486,
WASP-117 b,WASP-117,10.02165,11.444,0.2755,1001.0,,1.17,6038.0,,157.963,0.3445
Kepler-60 c,Kepler-60,8.91902447,2.089,,,300.8,1.433,5834.0,,1025.1,
KOI-351 h,KOI-351,331.6011081,11.252,0.74174671,,,,,,848.254,0.911829
Kepler-294 c,Kepler-294,6.62643626,2.73,,,,0.93,5559.0,,1357.01,
Kepler-93 b,Kepler-93,4.726739475,1.63,,,,0.922487,5655.0,-0.10565,95.9115,
KOI-3503 c,KOI-3503,31.8245304,0.8,,589.0,28.37,0.847,6338.0,,887.064,
Kepler-33 f,Kepler-33,41.0280637,3.58,,,,1.52,6018.0,,1209.16,
Kepler-529 b,Kepler-529,1.9803619,1.92,,1582.0,,1.04,6278.0,,799.008,
TOI-4602.01,TOI-4602,3.9813082,2.36323,,1561.0,986.754,1.16,6011.9,,63.0637,
Kepler-383 b,Kepler-383,12.90475463,1.39,,564.0,23.95,0.699,4710.0,,,
Kepler-85 c,Kepler-85,12.51,1.978,0.00676466,,,0.875,5505.2,,765.025,1.527272
K2-32 c,K2-32,20.6602,3.32,,,33.0,0.92,5428.0,,157.682,
Kepler-1073 d,Kepler-1073,2.50475882,1.16,,1235.0,550.7,0.833,5741.0,,809.897,
Kepler-295 d,Kepler-295,33.88489,1.72,,541.0,,0.94,5631.0,,1699.19,
Kepler-405 c,Kepler-405,29.7272142,3.81,,555.0,22.47,0.87,5817.0,,1065.08,
WASP-20 b,WASP-20,4.8996284,16.387558,0.311,,,1.392,5940.0,,211.877,0.123
Kepler-774 b,Kepler-774,11.08956602,3.51,,1422.0,965.62,2.867,6353.0,,917.804,
Kepler-1421 b,Kepler-1421,6.9131732,0.91,,1209.0,505.0,1.444,6296.0,,783.401,
Kepler-1350 b,Kepler-1350,4.4968604,2.13,,535.0,19.34,0.444,3698.0,,340.691,
Kepler-1507 b,Kepler-1507,16.0506213,0.77,,,32.1,0.806,5297.0,,320.478,
Kepler-386 b,Kepler-386,12.3102846,1.36,,,,0.78,5098.0,,882.462,
Kepler-419 b,Kepler-419,69.7266406,34.09,,,,1.59,6460.0,,1011.36,
Kepler-955 b,Kepler-955,14.53244172,3.19,,664.0,46.06,0.86,5345.0,,550.383,
Kepler-384 b,Kepler-384,22.5965999,1.12,,620.0,34.92,0.91,5585.0,,895.678,
Kepler-477 b,Kepler-477,11.11990653,1.84,,636.0,38.71,0.702,5074.0,,,
Kepler-323 b,Kepler-323,1.678338,1.81,,1918.0,,1.4,6255.0,,454.883,
WASP-59 b,WASP-59,7.919585,8.686975,0.857,,,0.613,4650.0,,115.936,2.28
Kepler-353 b,Kepler-353,5.8,1.18,,,,,,,384.694,
Kepler-339 d,Kepler-339,10.55838956,1.16,,742.0,71.84,0.808,5627.0,,616.637,
Kepler-46 b,Kepler-46,33.60122066,7.57,,,10.6,0.797,5162.0,,777.06,
HATS-43 b,HATS-43,4.38885164746,13.89945234,,949.68,192.2328,0.877856,5175.0,,362.273,
Kepler-346 b,Kepler-346,6.51111985,2.71,,1008.0,243.67,1.001,6032.0,,984.105,
Kepler-1006 b,Kepler-1006,19.76191,2.6,,793.0,,1.21,6321.0,,,
Kepler-704 b,Kepler-704,3.761849,2.1,,1102.0,,0.9,5577.0,,1228.83,
WASP-55 b,WASP-55,4.4656243,14.73,,,,1.072,,,297.462,
Kepler-216 b,Kepler-216,7.69363627,2.12,,1069.0,308.61,1.216,6086.0,,1187.47,
Kepler-1869 c,Kepler-1869,1.716831717,1.57,,2124.0,4806.71,2.014,5895.0,,113.025,
Kepler-943 b,Kepler-943,49.76999,5.8,,464.0,,0.87,5793.0,,2300.53,
Kepler-1400 b,Kepler-1400,9.06689421,1.63,,726.0,65.52,0.789,5142.0,,752.237,
Kepler-294 b,Kepler-294,3.70120482,1.79,,1162.0,431.21,0.94,5910.0,,1357.01,
Kepler-618 b,Kepler-618,3.595769645,2.39,,1252.0,581.32,1.011,6108.0,,1221.96,
K2-261 b,K2-261,11.6334681,9.26982704,0.217,1036.0,,1.663,5490.0,0.35392,213.283,0.473
Kepler-1991 c,Kepler-1991,22.78983,2.02,,571.0,,0.82,5603.0,,855.82,
Kepler-1714 b,Kepler-1714,10.27532513,3.04,,1211.0,508.21,2.086,6150.0,,409.46,
Kepler-92 c,Kepler-92,26.72320599,2.452,,,96.1,1.763,5946.0,,477.992,
Kepler-205 c,Kepler-205,20.30655662,1.29,,343.0,3.29,0.48,3834.0,,159.72,
WASP-67 b,WASP-67,4.61442,15.693,0.42,,,0.87,5240.0,,189.469,0.213
TOI-2407 b,TOI-2407,2.702969,4.26,,705.0,41.0,0.567,3530.0,-1.34872,92.4366,
Kepler-192 c,Kepler-192,21.22347296,2.66,,,,0.94,5487.0,,651.674,
Kepler-394 d,Kepler-394,5.61357653,1.41,,1165.0,435.61,1.101,6398.0,,1058.72,
WASP-13 b,WASP-13,4.3532339,16.2509,,1388.0,617.309,1.59,5914.0,,227.537,
Kepler-341 c,Kepler-341,8.01041305,1.73,,948.0,190.85,1.003,6008.0,,1047.03,
Kepler-1055 b,Kepler-1055,2.29503515,1.18,,1304.0,681.51,0.909,5637.0,,389.397,
Kepler-1711 b,Kepler-1711,21.06075647,1.94,,685.0,52.1,1.068,5757.0,,590.268,
K2-181 b,K2-181,6.89442,3.17,,,,1.071,,,360.911,
K2-178 b,K2-178,8.75470797754,3.54381082,,840.29,117.826,0.889347,5888.0,,214.753,
Kepler-432 b,Kepler-432,52.5010768,11.708,,,88.6,3.932,5002.0,,848.023,
Kepler-1997 b,Kepler-1997,26.7575866,2.28,,660.0,44.86,1.052,6215.0,,1502.34,
Kepler-111 c,Kepler-111,224.784608,7.3,,,,1.157,5952.0,,657.223,
Kepler-330 b,Kepler-330,8.25981532,1.37,,,60.6,0.779,5028.0,,717.527,
Kepler-973 b,Kepler-973,49.6077331,1.96,,,,0.78,5213.0,,328.52,
K2-384 f,K2-384,13.62757,1.78,,,,0.257,,,82.6603,
Kepler-823 b,Kepler-823,4.16809082,1.95,,1204.0,496.73,1.183,5739.0,,1389.27,
Kepler-297 d,Kepler-297,150.0189511,32.6,,325.0,2.62,0.897,5618.0,,692.14,
Kepler-799 c,Kepler-799,15.19419956,2.78068551,,,,1.593,5588.0,,,
Kepler-353 b,Kepler-353,5.79529495,1.05,,534.0,19.23,0.539,3757.0,,384.694,
Kepler-454 b,Kepler-454,10.573757029,1.842,,,115.6,1.071,5678.0,,230.869,
Kepler-119 b,Kepler-119,2.422084448,4.48,,,,1.03,5825.0,,701.996,
Kepler-1317 b,Kepler-1317,0.568874427,1.56,,,,0.79,5144.0,,728.303,
HD 63935 b,HD 63935,9.0588209,2.67607,,864.0,92.839,0.96,5560.26,,48.9739,
Kepler-1979 b,Kepler-1979,18.5084405,5.28,,683.0,51.32,0.938,5942.0,,1076.27,
Kepler-1417 b,Kepler-1417,20.3504704,1.01,,695.0,55.07,1.002,5952.0,,991.845,
TOI-2194 b,TOI-2194,15.3419095,1.7005,,541.0,14.2526,0.69,4669.0,,19.5711,
Kepler-1010 b,Kepler-1010,34.2685705,2.32,,,,0.82,5253.0,,579.273,
Kepler-179 c,Kepler-179,6.400147394,2.57,,,,0.87,5475.0,,605.68,
Kepler-749 b,Kepler-749,17.31716585,2.1,,454.0,10.07,0.502,4719.0,,721.027,
Kepler-1116 b,Kepler-1116,41.6977827,2.37,,489.0,13.57,0.872,5737.0,,1008.57,
Kepler-1427 b,Kepler-1427,0.968972376,1.09,,1851.0,2772.48,1.007,5853.0,,,
Kepler-949 c,Kepler-949,20.99720001,5.16499996,,,,0.895,5211.0,,486.105,
Kepler-985 b,Kepler-985,116.331901,2.802,,,2.4,0.792,5425.0,,679.361,
Kepler-238 d,Kepler-238,13.2358,2.3,,722.0,,0.9,5779.0,,1798.75,
HD 221416 b,HD 221416,14.27812199624,8.35660775,,789.15,91.6542,2.90324,5105.0,,95.5483,
Kepler-1994 b,Kepler-1994,4.61226344,0.615,,,299.9,1.029,5544.0,,241.991,
Kepler-58 b,Kepler-58,10.21864532,2.33,,920.0,169.13,1.083,6100.0,,969.252,
K2-127 b,K2-127,3.588162,12.72,,,,0.982,,,709.999,
Kepler-464 b,Kepler-464,7.256965224,3.38,,1167.0,439.18,1.586,5862.0,,667.604,
K2-180 b,K2-180,8.8656511,2.52,,802.0,,0.72,5306.0,,203.896,
Kepler-342 b,Kepler-342,15.17026179,2.103,,,157.6,1.363,6272.0,,781.611,
TOI-1296 b,TOI-1296,3.9443715,13.79825524,0.298,1562.0,,1.664,5603.0,0.39005,323.265,0.198
Kepler-154 f,Kepler-154,9.91935684,1.26,,806.0,99.85,0.832,5937.0,,915.212,
Kepler-41 b,Kepler-41,1.8555582,14.45961,0.566,,,1.29,5750.0,,1093.08,0.327
Kepler-279 d,Kepler-279,54.414,3.1,0.118,,,1.07,,,1037.4,
Kepler-1138 b,Kepler-1138,3.17059731,1.69,,1080.0,321.28,0.843,5431.0,,872.328,
Kepler-837 b,Kepler-837,16.56062,3.8,,755.0,,1.05,5918.0,,901.907,
Kepler-303 b,Kepler-303,1.937029,0.99,,790.0,,0.51,3944.0,,209.738,
Kepler-838 b,Kepler-838,15.74957994,2.85,,774.0,84.8,1.021,6178.0,,1104.04,
Kepler-59 b,Kepler-59,11.8691507,1.02,,866.0,133.14,1.011,6305.0,,1163.22,
Kepler-1152 b,Kepler-1152,1.646801908,0.87,,,,0.53,3964.0,,215.233,
Kepler-20 e,Kepler-20,6.09853672,0.784,,,155.8,0.88,5508.0,,282.563,
Kepler-349 c,Kepler-349,12.24764145,2.61,,,,1.2,6111.0,,940.724,
Kepler-53 b,Kepler-53,18.64929678,3.241,,,59.8,1.057,5766.0,,1366.07,
K2-49 b,K2-49,2.7706297,3.36,,,,0.67,4329.0,,457.125,
Kepler-496 b,Kepler-496,8.30864937,1.97,,700.0,56.78,0.685,5188.0,,605.274,
Kepler-1907 b,Kepler-1907,5.65243986,0.88,,856.0,127.1,0.8,5159.0,,292.111,
Kepler-712 b,Kepler-712,21.02247699,3.12,,539.0,19.93,0.718,5330.0,,872.493,
K2-275 b,K2-275,3.28102986099,2.50448263,,908.85,161.2476,0.735345,4783.6,,123.438,
Kepler-504 b,Kepler-504,9.549275422,1.82,,372.0,4.55,0.37,3514.0,,99.0688,
WASP-174 b,WASP-174,4.2337,14.5717,1.3,1490.0,,1.31,6400.0,,410.149,
Kepler-236 b,Kepler-236,8.295611,1.57,,,,0.51,3750.0,,288.763,
TOI-1347 c,TOI-1347,4.841968,1.67761121,0.02831717,950.08,,0.8401,5493.0,-0.23582,147.476,11.0
Kepler-210 b,Kepler-210,2.453235899,2.23,,736.0,69.2,0.53,3914.0,,232.75,
Kepler-1298 b,Kepler-1298,7.12815163,1.36,,1373.0,839.5,1.994,6311.0,,544.163,
Kepler-976 b,Kepler-976,105.9564148,3.96,,,,0.83,5232.0,,1012.41,
Kepler-1250 b,Kepler-1250,2.607545159,2.07,,1431.0,993.79,1.096,6147.0,,2126.85,
TOI-892 b,TOI-892,10.62656,11.99360935,0.95,,,1.39,6261.0,,340.543,
Kepler-417 b,Kepler-417,12.33090437,2.49,,671.0,47.99,0.806,5376.0,,973.989,
Kepler-229 c,Kepler-229,16.06862959,5.023,,,20.7,0.706,5002.0,,826.265,
Kepler-117 b,Kepler-117,18.79590048,6.04,,808.0,100.91,1.183,6466.0,,1455.57,
Kepler-526 b,Kepler-526,5.45849914,1.91,,1099.0,344.32,1.135,5914.0,,666.146,
Kepler-578 b,Kepler-578,1.616883696,2.54,,1536.0,1315.58,1.066,5417.0,,541.432,
Kepler-32 d,Kepler-32,22.78076945,2.29,,327.0,2.7,0.5,3727.0,,323.847,
HD 73583 b,HD 73583,6.39805,2.49,,655.0,,0.65,4511.0,,31.5666,
Kepler-192 c,Kepler-192,21.22349325,2.63,,623.0,35.69,0.982,5475.0,,651.674,
Kepler-1425 b,Kepler-1425,14.4540329,0.72,,676.0,49.51,0.79,5559.0,,863.873,
Kepler-148 b,Kepler-148,1.729366,1.8,,,,0.851,5272.0,,791.163,
LHS 1678 b,LHS 1678,0.8602322,0.696,0.00110122,,93.2,0.329,3490.0,-1.83863,19.8782,6.0
Kepler-1349 b,Kepler-1349,2.12823928,0.69,,1678.0,1875.33,1.36,5998.0,,276.323,
Kepler-45 b,Kepler-45,2.45523906,11.11,,727.0,,0.55,3814.0,,381.949,
Kepler-1291 b,Kepler-1291,8.63043276,1.57,,741.0,71.1,0.765,5354.0,,897.352,
Kepler-1001 c,Kepler-1001,9.18186435,1.45,,,72.4,0.796,5440.0,,928.978,
Kepler-927 b,Kepler-927,9.1149903,1.78,,906.0,159.34,1.028,5962.0,,831.685,
Kepler-50 b,Kepler-50,7.8125124,2.2,0.02800253,,,1.88,6058.0,,250.11,
Kepler-916 b,Kepler-916,32.2968798,1.76,,,,0.81,5248.0,,830.712,
Kepler-491 b,Kepler-491,4.2253846,10.0,,1157.0,,1.17,5541.0,,630.785,
WASP-87 b,WASP-87,1.68279170176,14.86959617,,2049.54,4170.0965,1.56803,6271.0,,298.392,
Kepler-1423 b,Kepler-1423,23.9553986,2.84,,741.0,71.16,1.781,5011.0,,,
Kepler-288 b,Kepler-288,6.097326,1.67,,,,1.091,5918.0,,1194.15,
Kepler-33 c,Kepler-33,13.17556672,2.68,,1009.0,244.58,1.694,5900.0,,1209.16,
Kepler-524 c,Kepler-524,1.88897906,1.03,,1717.0,2056.09,1.251,6049.0,,1058.24,
Kepler-129 b,Kepler-129,15.79186,1.96,,827.0,,1.36,5795.0,,408.845,
Kepler-1386 b,Kepler-1386,6.73972381,1.09,,930.0,176.73,0.933,5770.0,,835.882,
TOI-654.01,TOI-654,1.52756389781,2.61033183,,707.96,59.3669,0.427953,3433.0,,57.7553,
Kepler-1788 b,Kepler-1788,2.800118124,1.97,,956.0,197.81,0.704,4786.0,,560.445,
Kepler-241 b,Kepler-241,12.71809866,2.31,,562.0,23.6,0.686,4702.0,,,
Kepler-1160 b,Kepler-1160,7.97034958,1.97,,842.0,118.57,0.822,5782.0,,1077.63,
Kepler-869 b,Kepler-869,40.4287755,3.25,,496.0,14.28,0.838,5812.0,,939.455,
Kepler-62 b,Kepler-62,5.714890717,1.33,,737.0,69.81,0.653,4797.0,,300.874,
Kepler-267 d,Kepler-267,28.464515,2.27,,,,0.555,4258.0,,264.993,
Kepler-292 d,Kepler-292,7.0556671,2.57,,879.0,140.85,0.915,5513.0,,1056.48,
Kepler-154 b,Kepler-154,33.0405635,2.488,,,26.3,1.05,5666.0,,915.212,
HATS-16 b,HATS-16,2.68650414921,13.74702393,,1432.37,994.8106,1.18274,5738.0,,757.044,
Kepler-402 e,Kepler-402,11.242861,1.46,,,,1.264,6090.0,,625.339,
EPIC 206042996 b,EPIC 206042996,5.29853,3.32,,,,0.668,,,451.769,
Kepler-278 b,Kepler-278,30.15856,4.59,,,,2.97435,4904.79,,443.03,
Kepler-444 e,Kepler-444,7.74347614,0.42,,669.0,47.32,0.593,5032.0,,36.4396,
Kepler-983 b,Kepler-983,60.08556,2.12,,496.0,,1.02,6206.0,,714.437,
Kepler-903 c,Kepler-903,62.9147,1.98,,422.0,,0.85,5726.0,,1369.24,
WASP-31 b,WASP-31,3.4059096,17.363,0.478,,,1.252,6302.0,,383.829,0.172
TOI-2373 b,TOI-2373,13.3368173,11.2448,,805.0,69.8726,1.2,5517.0,,508.686,
K2-195 b,K2-195,15.853543,2.94026258,,,,0.906367,5712.0,,315.014,
Kepler-670 b,Kepler-670,2.816504852,12.82,,1253.0,583.25,0.965,5653.0,,939.744,
Kepler-392 c,Kepler-392,10.42312041,1.31,,1088.0,330.95,1.403,6474.0,,681.428,
Kepler-216 c,Kepler-216,17.40665938,2.5,,764.0,80.56,1.031,6277.0,,1187.47,
Kepler-822 b,Kepler-822,3.222969273,1.77,,,,1.08,5928.0,,860.391,
